GroupName,ReferenceDate,FlowBreakdown,UnitMeasure,ObservedValue,GeneralizedSource,RunDate
China,2021-08-01,DIRECUSE,KBD,94.0,OilX,2025-02-19
China,2021-09-01,DIRECUSE,KBD,95.0,OilX,2025-02-19
China,2021-10-01,DIRECUSE,KBD,93.0,OilX,2025-02-19
China,2021-11-01,DIRECUSE,KBD,93.0,OilX,2025-02-19
China,2021-12-01,DIRECUSE,KBD,91.0,OilX,2025-02-19
China,2022-01-01,DIRECUSE,KBD,63.0,OilX,2025-02-19
China,2022-02-01,DIRECUSE,KBD,63.0,OilX,2025-02-19
China,2022-03-01,DIRECUSE,KBD,63.0,OilX,2025-02-19
China,2022-04-01,DIRECUSE,KBD,63.0,OilX,2025-02-19
China,2022-05-01,DIRECUSE,KBD,63.0,OilX,2025-02-19
China,2022-06-01,DIRECUSE,KBD,63.0,OilX,2025-02-19
China,2022-07-01,DIRECUSE,KBD,61.0,OilX,2025-02-19
China,2022-08-01,DIRECUSE,KBD,60.0,OilX,2025-02-19
China,2022-09-01,DIRECUSE,KBD,62.0,OilX,2025-02-19
China,2022-10-01,DIRECUSE,KBD,61.0,OilX,2025-02-19
China,2022-11-01,DIRECUSE,KBD,62.0,OilX,2025-02-19
China,2022-12-01,DIRECUSE,KBD,60.0,OilX,2025-02-19
China,2023-01-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2023-02-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2023-03-01,DIRECUSE,KBD,65.0,OilX,2025-02-19
China,2023-04-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2023-05-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2023-06-01,DIRECUSE,KBD,65.0,OilX,2025-02-19
China,2023-07-01,DIRECUSE,KBD,62.0,OilX,2025-02-19
China,2023-08-01,DIRECUSE,KBD,62.0,OilX,2025-02-19
China,2023-09-01,DIRECUSE,KBD,62.0,OilX,2025-02-19
China,2023-10-01,DIRECUSE,KBD,62.0,OilX,2025-02-19
China,2023-11-01,DIRECUSE,KBD,63.0,OilX,2025-02-19
China,2023-12-01,DIRECUSE,KBD,63.0,OilX,2025-02-19
China,2024-01-01,DIRECUSE,KBD,65.0,OilX,2025-02-19
China,2024-02-01,DIRECUSE,KBD,65.0,OilX,2025-02-19
China,2024-03-01,DIRECUSE,KBD,65.0,OilX,2025-02-19
China,2024-04-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2024-05-01,DIRECUSE,KBD,65.0,OilX,2025-02-19
China,2024-06-01,DIRECUSE,KBD,66.0,OilX,2025-02-19
China,2024-07-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2024-08-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2024-09-01,DIRECUSE,KBD,63.0,OilX,2025-02-19
China,2024-10-01,DIRECUSE,KBD,63.0,OilX,2025-02-19
China,2024-11-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2024-12-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2025-01-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2025-02-01,DIRECUSE,KBD,64.0,OilX,2025-02-19
China,2010-01-01,INDPROD,KBD,3968.0,Actual,2025-02-19
China,2010-02-01,INDPROD,KBD,3934.0,Actual,2025-02-19
China,2010-03-01,INDPROD,KBD,3978.0,Actual,2025-02-19
China,2010-04-01,INDPROD,KBD,3952.0,Actual,2025-02-19
China,2010-05-01,INDPROD,KBD,4033.0,Actual,2025-02-19
China,2010-06-01,INDPROD,KBD,4102.0,Actual,2025-02-19
China,2010-07-01,INDPROD,KBD,4051.0,Actual,2025-02-19
China,2010-08-01,INDPROD,KBD,4099.0,Actual,2025-02-19
China,2010-09-01,INDPROD,KBD,4178.0,Actual,2025-02-19
China,2010-10-01,INDPROD,KBD,4176.0,Actual,2025-02-19
China,2010-11-01,INDPROD,KBD,4258.0,Actual,2025-02-19
China,2010-12-01,INDPROD,KBD,4120.0,Actual,2025-02-19
China,2011-01-01,INDPROD,KBD,4189.0,Actual,2025-02-19
China,2011-02-01,INDPROD,KBD,4141.0,Actual,2025-02-19
China,2011-03-01,INDPROD,KBD,4151.0,Actual,2025-02-19
China,2011-04-01,INDPROD,KBD,4121.0,Actual,2025-02-19
China,2011-05-01,INDPROD,KBD,4098.0,Actual,2025-02-19
China,2011-06-01,INDPROD,KBD,4167.0,Actual,2025-02-19
China,2011-07-01,INDPROD,KBD,4068.0,Actual,2025-02-19
China,2011-08-01,INDPROD,KBD,4023.0,Actual,2025-02-19
China,2011-09-01,INDPROD,KBD,3958.0,Actual,2025-02-19
China,2011-10-01,INDPROD,KBD,3920.0,Actual,2025-02-19
China,2011-11-01,INDPROD,KBD,4000.0,Actual,2025-02-19
China,2011-12-01,INDPROD,KBD,3993.0,Actual,2025-02-19
China,2012-01-01,INDPROD,KBD,4122.0,Actual,2025-02-19
China,2012-02-01,INDPROD,KBD,4143.0,Actual,2025-02-19
China,2012-03-01,INDPROD,KBD,4100.0,Actual,2025-02-19
China,2012-04-01,INDPROD,KBD,4143.0,Actual,2025-02-19
China,2012-05-01,INDPROD,KBD,4054.0,Actual,2025-02-19
China,2012-06-01,INDPROD,KBD,4047.0,Actual,2025-02-19
China,2012-07-01,INDPROD,KBD,4042.0,Actual,2025-02-19
China,2012-08-01,INDPROD,KBD,4121.0,Actual,2025-02-19
China,2012-09-01,INDPROD,KBD,4276.0,Actual,2025-02-19
China,2012-10-01,INDPROD,KBD,4251.0,Actual,2025-02-19
China,2012-11-01,INDPROD,KBD,4241.0,Actual,2025-02-19
China,2012-12-01,INDPROD,KBD,4258.0,Actual,2025-02-19
China,2013-01-01,INDPROD,KBD,4193.0,Actual,2025-02-19
China,2013-02-01,INDPROD,KBD,4221.0,Actual,2025-02-19
China,2013-03-01,INDPROD,KBD,4240.0,Actual,2025-02-19
China,2013-04-01,INDPROD,KBD,4210.0,Actual,2025-02-19
China,2013-05-01,INDPROD,KBD,4211.0,Actual,2025-02-19
China,2013-06-01,INDPROD,KBD,4291.0,Actual,2025-02-19
China,2013-07-01,INDPROD,KBD,4079.0,Actual,2025-02-19
China,2013-08-01,INDPROD,KBD,4119.0,Actual,2025-02-19
China,2013-09-01,INDPROD,KBD,4171.0,Actual,2025-02-19
China,2013-10-01,INDPROD,KBD,4293.0,Actual,2025-02-19
China,2013-11-01,INDPROD,KBD,4242.0,Actual,2025-02-19
China,2013-12-01,INDPROD,KBD,4252.0,Actual,2025-02-19
China,2014-01-01,INDPROD,KBD,4188.0,Actual,2025-02-19
China,2014-02-01,INDPROD,KBD,4249.0,Actual,2025-02-19
China,2014-03-01,INDPROD,KBD,4201.0,Actual,2025-02-19
China,2014-04-01,INDPROD,KBD,4189.0,Actual,2025-02-19
China,2014-05-01,INDPROD,KBD,4230.0,Actual,2025-02-19
China,2014-06-01,INDPROD,KBD,4307.0,Actual,2025-02-19
China,2014-07-01,INDPROD,KBD,4130.0,Actual,2025-02-19
China,2014-08-01,INDPROD,KBD,4165.0,Actual,2025-02-19
China,2014-09-01,INDPROD,KBD,4223.0,Actual,2025-02-19
China,2014-10-01,INDPROD,KBD,4272.0,Actual,2025-02-19
China,2014-11-01,INDPROD,KBD,4369.0,Actual,2025-02-19
China,2014-12-01,INDPROD,KBD,4363.0,Actual,2025-02-19
China,2015-01-01,INDPROD,KBD,4254.0,Actual,2025-02-19
China,2015-02-01,INDPROD,KBD,4240.0,Actual,2025-02-19
China,2015-03-01,INDPROD,KBD,4276.0,Actual,2025-02-19
China,2015-04-01,INDPROD,KBD,4281.0,Actual,2025-02-19
China,2015-05-01,INDPROD,KBD,4306.0,Actual,2025-02-19
China,2015-06-01,INDPROD,KBD,4432.0,Actual,2025-02-19
China,2015-07-01,INDPROD,KBD,4285.0,Actual,2025-02-19
China,2015-08-01,INDPROD,KBD,4320.0,Actual,2025-02-19
China,2015-09-01,INDPROD,KBD,4339.0,Actual,2025-02-19
China,2015-10-01,INDPROD,KBD,4282.0,Actual,2025-02-19
China,2015-11-01,INDPROD,KBD,4320.0,Actual,2025-02-19
China,2015-12-01,INDPROD,KBD,4298.0,Actual,2025-02-19
China,2016-01-01,INDPROD,KBD,4205.0,Actual,2025-02-19
China,2016-02-01,INDPROD,KBD,4119.0,Actual,2025-02-19
China,2016-03-01,INDPROD,KBD,4104.0,Actual,2025-02-19
China,2016-04-01,INDPROD,KBD,4050.0,Actual,2025-02-19
China,2016-05-01,INDPROD,KBD,3986.0,Actual,2025-02-19
China,2016-06-01,INDPROD,KBD,4048.0,Actual,2025-02-19
China,2016-07-01,INDPROD,KBD,3950.0,Actual,2025-02-19
China,2016-08-01,INDPROD,KBD,3886.0,Actual,2025-02-19
China,2016-09-01,INDPROD,KBD,3900.0,Actual,2025-02-19
China,2016-10-01,INDPROD,KBD,3792.0,Actual,2025-02-19
China,2016-11-01,INDPROD,KBD,3928.0,Actual,2025-02-19
China,2016-12-01,INDPROD,KBD,3962.0,Actual,2025-02-19
China,2017-01-01,INDPROD,KBD,3888.0,Actual,2025-02-19
China,2017-02-01,INDPROD,KBD,3898.0,Actual,2025-02-19
China,2017-03-01,INDPROD,KBD,3905.0,Actual,2025-02-19
China,2017-04-01,INDPROD,KBD,3894.0,Actual,2025-02-19
China,2017-05-01,INDPROD,KBD,3832.0,Actual,2025-02-19
China,2017-06-01,INDPROD,KBD,3947.0,Actual,2025-02-19
China,2017-07-01,INDPROD,KBD,3829.0,Actual,2025-02-19
China,2017-08-01,INDPROD,KBD,3761.0,Actual,2025-02-19
China,2017-09-01,INDPROD,KBD,3782.0,Actual,2025-02-19
China,2017-10-01,INDPROD,KBD,3773.0,Actual,2025-02-19
China,2017-11-01,INDPROD,KBD,3823.0,Actual,2025-02-19
China,2017-12-01,INDPROD,KBD,3766.0,Actual,2025-02-19
China,2018-01-01,INDPROD,KBD,3782.0,Actual,2025-02-19
China,2018-02-01,INDPROD,KBD,3782.0,Actual,2025-02-19
China,2018-03-01,INDPROD,KBD,3782.0,Actual,2025-02-19
China,2018-04-01,INDPROD,KBD,3798.0,Actual,2025-02-19
China,2018-05-01,INDPROD,KBD,3785.0,Actual,2025-02-19
China,2018-06-01,INDPROD,KBD,3881.0,Actual,2025-02-19
China,2018-07-01,INDPROD,KBD,3756.0,Actual,2025-02-19
China,2018-08-01,INDPROD,KBD,3792.0,Actual,2025-02-19
China,2018-09-01,INDPROD,KBD,3717.0,Actual,2025-02-19
China,2018-10-01,INDPROD,KBD,3813.0,Actual,2025-02-19
China,2018-11-01,INDPROD,KBD,3803.0,Actual,2025-02-19
China,2018-12-01,INDPROD,KBD,3870.0,Actual,2025-02-19
China,2019-01-01,INDPROD,KBD,3801.0,Actual,2025-02-19
China,2019-02-01,INDPROD,KBD,3804.0,Actual,2025-02-19
China,2019-03-01,INDPROD,KBD,3901.0,Actual,2025-02-19
China,2019-04-01,INDPROD,KBD,3828.0,Actual,2025-02-19
China,2019-05-01,INDPROD,KBD,3827.0,Actual,2025-02-19
China,2019-06-01,INDPROD,KBD,3923.0,Actual,2025-02-19
China,2019-07-01,INDPROD,KBD,3841.0,Actual,2025-02-19
China,2019-08-01,INDPROD,KBD,3816.0,Actual,2025-02-19
China,2019-09-01,INDPROD,KBD,3812.0,Actual,2025-02-19
China,2019-10-01,INDPROD,KBD,3800.0,Actual,2025-02-19
China,2019-11-01,INDPROD,KBD,3827.0,Actual,2025-02-19
China,2019-12-01,INDPROD,KBD,3788.0,Actual,2025-02-19
China,2020-01-01,INDPROD,KBD,3900.0,Actual,2025-02-19
China,2020-02-01,INDPROD,KBD,3900.0,Actual,2025-02-19
China,2020-03-01,INDPROD,KBD,3907.0,Actual,2025-02-19
China,2020-04-01,INDPROD,KBD,3869.0,Actual,2025-02-19
China,2020-05-01,INDPROD,KBD,3881.0,Actual,2025-02-19
China,2020-06-01,INDPROD,KBD,3958.0,Actual,2025-02-19
China,2020-07-01,INDPROD,KBD,3883.0,Actual,2025-02-19
China,2020-08-01,INDPROD,KBD,3927.0,Actual,2025-02-19
China,2020-09-01,INDPROD,KBD,3923.0,Actual,2025-02-19
China,2020-10-01,INDPROD,KBD,3871.0,Actual,2025-02-19
China,2020-11-01,INDPROD,KBD,3891.0,Actual,2025-02-19
China,2020-12-01,INDPROD,KBD,3837.0,Actual,2025-02-19
China,2021-01-01,INDPROD,KBD,3970.0,Actual,2025-02-19
China,2021-02-01,INDPROD,KBD,3970.0,Actual,2025-02-19
China,2021-03-01,INDPROD,KBD,4026.0,Actual,2025-02-19
China,2021-04-01,INDPROD,KBD,3993.0,Actual,2025-02-19
China,2021-05-01,INDPROD,KBD,4010.0,Actual,2025-02-19
China,2021-06-01,INDPROD,KBD,4057.0,Actual,2025-02-19
China,2021-07-01,INDPROD,KBD,3974.0,Actual,2025-02-19
China,2021-08-01,INDPROD,KBD,4010.0,Actual,2025-02-19
China,2021-09-01,INDPROD,KBD,4042.0,Actual,2025-02-19
China,2021-10-01,INDPROD,KBD,3963.0,Actual,2025-02-19
China,2021-11-01,INDPROD,KBD,3970.0,Actual,2025-02-19
China,2021-12-01,INDPROD,KBD,3879.0,Actual,2025-02-19
China,2022-01-01,INDPROD,KBD,4154.0,Actual,2025-02-19
China,2022-02-01,INDPROD,KBD,4154.0,Actual,2025-02-19
China,2022-03-01,INDPROD,KBD,4183.0,Actual,2025-02-19
China,2022-04-01,INDPROD,KBD,4148.0,Actual,2025-02-19
China,2022-05-01,INDPROD,KBD,4149.0,Actual,2025-02-19
China,2022-06-01,INDPROD,KBD,4196.0,Actual,2025-02-19
China,2022-07-01,INDPROD,KBD,4044.0,Actual,2025-02-19
China,2022-08-01,INDPROD,KBD,4001.0,Actual,2025-02-19
China,2022-09-01,INDPROD,KBD,4102.0,Actual,2025-02-19
China,2022-10-01,INDPROD,KBD,4067.0,Actual,2025-02-19
China,2022-11-01,INDPROD,KBD,4096.0,Actual,2025-02-19
China,2022-12-01,INDPROD,KBD,3984.0,Actual,2025-02-19
China,2023-01-01,INDPROD,KBD,4240.0,Actual,2025-02-19
China,2023-02-01,INDPROD,KBD,4240.0,Actual,2025-02-19
China,2023-03-01,INDPROD,KBD,4294.0,Actual,2025-02-19
China,2023-04-01,INDPROD,KBD,4215.0,Actual,2025-02-19
China,2023-05-01,INDPROD,KBD,4268.0,Actual,2025-02-19
China,2023-06-01,INDPROD,KBD,4275.0,Actual,2025-02-19
China,2023-07-01,INDPROD,KBD,4087.0,Actual,2025-02-19
China,2023-08-01,INDPROD,KBD,4125.0,Actual,2025-02-19
China,2023-09-01,INDPROD,KBD,4117.0,Actual,2025-02-19
China,2023-10-01,INDPROD,KBD,4091.0,Actual,2025-02-19
China,2023-11-01,INDPROD,KBD,4197.0,Actual,2025-02-19
China,2023-12-01,INDPROD,KBD,4167.0,Actual,2025-02-19
China,2024-01-01,INDPROD,KBD,4283.0,Actual,2025-02-19
China,2024-02-01,INDPROD,KBD,4283.0,Actual,2025-02-19
China,2024-03-01,INDPROD,KBD,4338.0,Actual,2025-02-19
China,2024-04-01,INDPROD,KBD,4263.0,Actual,2025-02-19
China,2024-05-01,INDPROD,KBD,4329.0,Actual,2025-02-19
China,2024-06-01,INDPROD,KBD,4380.0,Actual,2025-02-19
China,2024-07-01,INDPROD,KBD,4227.0,Actual,2025-02-19
China,2024-08-01,INDPROD,KBD,4211.0,Actual,2025-02-19
China,2024-09-01,INDPROD,KBD,4165.0,Actual,2025-02-19
China,2024-10-01,INDPROD,KBD,4196.0,Actual,2025-02-19
China,2024-11-01,INDPROD,KBD,4209.0,Actual,2025-02-19
China,2024-12-01,INDPROD,KBD,4227.0,Actual,2025-02-19
China,2025-01-01,INDPROD,KBD,4291.0,OilX,2025-02-19
China,2025-02-01,INDPROD,KBD,4300.0,OilX,2025-02-19
China,2010-01-01,REFCAP,KBD,11606.0,OilX,2025-02-19
China,2010-02-01,REFCAP,KBD,11656.0,OilX,2025-02-19
China,2010-03-01,REFCAP,KBD,11656.0,OilX,2025-02-19
China,2010-04-01,REFCAP,KBD,11656.0,OilX,2025-02-19
China,2010-05-01,REFCAP,KBD,11656.0,OilX,2025-02-19
China,2010-06-01,REFCAP,KBD,11656.0,OilX,2025-02-19
China,2010-07-01,REFCAP,KBD,11656.0,OilX,2025-02-19
China,2010-08-01,REFCAP,KBD,11656.0,OilX,2025-02-19
China,2010-09-01,REFCAP,KBD,11823.0,OilX,2025-02-19
China,2010-10-01,REFCAP,KBD,11996.0,OilX,2025-02-19
China,2010-11-01,REFCAP,KBD,12046.0,OilX,2025-02-19
China,2010-12-01,REFCAP,KBD,12060.0,OilX,2025-02-19
China,2011-01-01,REFCAP,KBD,12080.0,OilX,2025-02-19
China,2011-02-01,REFCAP,KBD,12080.0,OilX,2025-02-19
China,2011-03-01,REFCAP,KBD,12106.0,OilX,2025-02-19
China,2011-04-01,REFCAP,KBD,12094.0,OilX,2025-02-19
China,2011-05-01,REFCAP,KBD,12094.0,OilX,2025-02-19
China,2011-06-01,REFCAP,KBD,12094.0,OilX,2025-02-19
China,2011-07-01,REFCAP,KBD,12094.0,OilX,2025-02-19
China,2011-08-01,REFCAP,KBD,12094.0,OilX,2025-02-19
China,2011-09-01,REFCAP,KBD,12094.0,OilX,2025-02-19
China,2011-10-01,REFCAP,KBD,12194.0,OilX,2025-02-19
China,2011-11-01,REFCAP,KBD,12194.0,OilX,2025-02-19
China,2011-12-01,REFCAP,KBD,12294.0,OilX,2025-02-19
China,2012-01-01,REFCAP,KBD,12378.0,OilX,2025-02-19
China,2012-02-01,REFCAP,KBD,12404.0,OilX,2025-02-19
China,2012-03-01,REFCAP,KBD,12404.0,OilX,2025-02-19
China,2012-04-01,REFCAP,KBD,12425.0,OilX,2025-02-19
China,2012-05-01,REFCAP,KBD,12514.0,OilX,2025-02-19
China,2012-06-01,REFCAP,KBD,12514.0,OilX,2025-02-19
China,2012-07-01,REFCAP,KBD,12514.0,OilX,2025-02-19
China,2012-08-01,REFCAP,KBD,12589.0,OilX,2025-02-19
China,2012-09-01,REFCAP,KBD,13671.0,OilX,2025-02-19
China,2012-10-01,REFCAP,KBD,13671.0,OilX,2025-02-19
China,2012-11-01,REFCAP,KBD,13671.0,OilX,2025-02-19
China,2012-12-01,REFCAP,KBD,13845.0,OilX,2025-02-19
China,2013-01-01,REFCAP,KBD,13971.0,OilX,2025-02-19
China,2013-02-01,REFCAP,KBD,13971.0,OilX,2025-02-19
China,2013-03-01,REFCAP,KBD,13971.0,OilX,2025-02-19
China,2013-04-01,REFCAP,KBD,13931.0,OilX,2025-02-19
China,2013-05-01,REFCAP,KBD,13901.0,OilX,2025-02-19
China,2013-06-01,REFCAP,KBD,13917.0,OilX,2025-02-19
China,2013-07-01,REFCAP,KBD,13984.0,OilX,2025-02-19
China,2013-08-01,REFCAP,KBD,14079.0,OilX,2025-02-19
China,2013-09-01,REFCAP,KBD,14191.0,OilX,2025-02-19
China,2013-10-01,REFCAP,KBD,14196.0,OilX,2025-02-19
China,2013-11-01,REFCAP,KBD,14302.0,OilX,2025-02-19
China,2013-12-01,REFCAP,KBD,14379.0,OilX,2025-02-19
China,2014-01-01,REFCAP,KBD,14569.0,OilX,2025-02-19
China,2014-02-01,REFCAP,KBD,14885.0,OilX,2025-02-19
China,2014-03-01,REFCAP,KBD,14955.0,OilX,2025-02-19
China,2014-04-01,REFCAP,KBD,14913.0,OilX,2025-02-19
China,2014-05-01,REFCAP,KBD,14986.0,OilX,2025-02-19
China,2014-06-01,REFCAP,KBD,14985.0,OilX,2025-02-19
China,2014-07-01,REFCAP,KBD,14956.0,OilX,2025-02-19
China,2014-08-01,REFCAP,KBD,15015.0,OilX,2025-02-19
China,2014-09-01,REFCAP,KBD,15015.0,OilX,2025-02-19
China,2014-10-01,REFCAP,KBD,15015.0,OilX,2025-02-19
China,2014-11-01,REFCAP,KBD,15075.0,OilX,2025-02-19
China,2014-12-01,REFCAP,KBD,15235.0,OilX,2025-02-19
China,2015-01-01,REFCAP,KBD,15255.0,OilX,2025-02-19
China,2015-02-01,REFCAP,KBD,15404.0,OilX,2025-02-19
China,2015-03-01,REFCAP,KBD,15533.0,OilX,2025-02-19
China,2015-04-01,REFCAP,KBD,15533.0,OilX,2025-02-19
China,2015-05-01,REFCAP,KBD,15533.0,OilX,2025-02-19
China,2015-06-01,REFCAP,KBD,15568.0,OilX,2025-02-19
China,2015-07-01,REFCAP,KBD,15567.0,OilX,2025-02-19
China,2015-08-01,REFCAP,KBD,15615.0,OilX,2025-02-19
China,2015-09-01,REFCAP,KBD,15572.0,OilX,2025-02-19
China,2015-10-01,REFCAP,KBD,15352.0,OilX,2025-02-19
China,2015-11-01,REFCAP,KBD,15271.0,OilX,2025-02-19
China,2015-12-01,REFCAP,KBD,15303.0,OilX,2025-02-19
China,2016-01-01,REFCAP,KBD,15382.0,OilX,2025-02-19
China,2016-02-01,REFCAP,KBD,15379.0,OilX,2025-02-19
China,2016-03-01,REFCAP,KBD,15409.0,OilX,2025-02-19
China,2016-04-01,REFCAP,KBD,15409.0,OilX,2025-02-19
China,2016-05-01,REFCAP,KBD,15364.0,OilX,2025-02-19
China,2016-06-01,REFCAP,KBD,15363.0,OilX,2025-02-19
China,2016-07-01,REFCAP,KBD,15463.0,OilX,2025-02-19
China,2016-08-01,REFCAP,KBD,15463.0,OilX,2025-02-19
China,2016-09-01,REFCAP,KBD,15463.0,OilX,2025-02-19
China,2016-10-01,REFCAP,KBD,15585.0,OilX,2025-02-19
China,2016-11-01,REFCAP,KBD,15587.0,OilX,2025-02-19
China,2016-12-01,REFCAP,KBD,15645.0,OilX,2025-02-19
China,2017-01-01,REFCAP,KBD,15683.0,OilX,2025-02-19
China,2017-02-01,REFCAP,KBD,15662.0,OilX,2025-02-19
China,2017-03-01,REFCAP,KBD,15689.0,OilX,2025-02-19
China,2017-04-01,REFCAP,KBD,15689.0,OilX,2025-02-19
China,2017-05-01,REFCAP,KBD,15689.0,OilX,2025-02-19
China,2017-06-01,REFCAP,KBD,15689.0,OilX,2025-02-19
China,2017-07-01,REFCAP,KBD,15698.0,OilX,2025-02-19
China,2017-08-01,REFCAP,KBD,16023.0,OilX,2025-02-19
China,2017-09-01,REFCAP,KBD,16023.0,OilX,2025-02-19
China,2017-10-01,REFCAP,KBD,16165.0,OilX,2025-02-19
China,2017-11-01,REFCAP,KBD,16223.0,OilX,2025-02-19
China,2017-12-01,REFCAP,KBD,16223.0,OilX,2025-02-19
China,2018-01-01,REFCAP,KBD,16285.0,OilX,2025-02-19
China,2018-02-01,REFCAP,KBD,16285.0,OilX,2025-02-19
China,2018-03-01,REFCAP,KBD,16285.0,OilX,2025-02-19
China,2018-04-01,REFCAP,KBD,16285.0,OilX,2025-02-19
China,2018-05-01,REFCAP,KBD,16285.0,OilX,2025-02-19
China,2018-06-01,REFCAP,KBD,16355.0,OilX,2025-02-19
China,2018-07-01,REFCAP,KBD,16355.0,OilX,2025-02-19
China,2018-08-01,REFCAP,KBD,16450.0,OilX,2025-02-19
China,2018-09-01,REFCAP,KBD,16486.0,OilX,2025-02-19
China,2018-10-01,REFCAP,KBD,16605.0,OilX,2025-02-19
China,2018-11-01,REFCAP,KBD,16672.0,OilX,2025-02-19
China,2018-12-01,REFCAP,KBD,16945.0,OilX,2025-02-19
China,2019-01-01,REFCAP,KBD,17080.0,OilX,2025-02-19
China,2019-02-01,REFCAP,KBD,17079.0,OilX,2025-02-19
China,2019-03-01,REFCAP,KBD,17079.0,OilX,2025-02-19
China,2019-04-01,REFCAP,KBD,17079.0,OilX,2025-02-19
China,2019-05-01,REFCAP,KBD,17028.0,OilX,2025-02-19
China,2019-06-01,REFCAP,KBD,17388.0,OilX,2025-02-19
China,2019-07-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2019-08-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2019-09-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2019-10-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2019-11-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2019-12-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2020-01-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2020-02-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2020-03-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2020-04-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2020-05-01,REFCAP,KBD,17399.0,OilX,2025-02-19
China,2020-06-01,REFCAP,KBD,17499.0,OilX,2025-02-19
China,2020-07-01,REFCAP,KBD,17599.0,OilX,2025-02-19
China,2020-08-01,REFCAP,KBD,17599.0,OilX,2025-02-19
China,2020-09-01,REFCAP,KBD,17633.0,OilX,2025-02-19
China,2020-10-01,REFCAP,KBD,17673.0,OilX,2025-02-19
China,2020-11-01,REFCAP,KBD,17873.0,OilX,2025-02-19
China,2020-12-01,REFCAP,KBD,17873.0,OilX,2025-02-19
China,2021-01-01,REFCAP,KBD,17777.0,OilX,2025-02-19
China,2021-02-01,REFCAP,KBD,17777.0,OilX,2025-02-19
China,2021-03-01,REFCAP,KBD,17777.0,OilX,2025-02-19
China,2021-04-01,REFCAP,KBD,17977.0,OilX,2025-02-19
China,2021-05-01,REFCAP,KBD,17977.0,OilX,2025-02-19
China,2021-06-01,REFCAP,KBD,17977.0,OilX,2025-02-19
China,2021-07-01,REFCAP,KBD,17937.0,OilX,2025-02-19
China,2021-08-01,REFCAP,KBD,17937.0,OilX,2025-02-19
China,2021-09-01,REFCAP,KBD,17902.0,OilX,2025-02-19
China,2021-10-01,REFCAP,KBD,17822.0,OilX,2025-02-19
China,2021-11-01,REFCAP,KBD,17867.0,OilX,2025-02-19
China,2021-12-01,REFCAP,KBD,17867.0,OilX,2025-02-19
China,2022-01-01,REFCAP,KBD,17822.0,OilX,2025-02-19
China,2022-02-01,REFCAP,KBD,17821.0,OilX,2025-02-19
China,2022-03-01,REFCAP,KBD,17821.0,OilX,2025-02-19
China,2022-04-01,REFCAP,KBD,17821.0,OilX,2025-02-19
China,2022-05-01,REFCAP,KBD,17821.0,OilX,2025-02-19
China,2022-06-01,REFCAP,KBD,17821.0,OilX,2025-02-19
China,2022-07-01,REFCAP,KBD,17821.0,OilX,2025-02-19
China,2022-08-01,REFCAP,KBD,17821.0,OilX,2025-02-19
China,2022-09-01,REFCAP,KBD,18141.0,OilX,2025-02-19
China,2022-10-01,REFCAP,KBD,17998.0,OilX,2025-02-19
China,2022-11-01,REFCAP,KBD,17993.0,OilX,2025-02-19
China,2022-12-01,REFCAP,KBD,18212.0,OilX,2025-02-19
China,2023-01-01,REFCAP,KBD,18258.0,OilX,2025-02-19
China,2023-02-01,REFCAP,KBD,18253.0,OilX,2025-02-19
China,2023-03-01,REFCAP,KBD,18253.0,OilX,2025-02-19
China,2023-04-01,REFCAP,KBD,18253.0,OilX,2025-02-19
China,2023-05-01,REFCAP,KBD,18253.0,OilX,2025-02-19
China,2023-06-01,REFCAP,KBD,18253.0,OilX,2025-02-19
China,2023-07-01,REFCAP,KBD,18293.0,OilX,2025-02-19
China,2023-08-01,REFCAP,KBD,18293.0,OilX,2025-02-19
China,2023-09-01,REFCAP,KBD,18317.0,OilX,2025-02-19
China,2023-10-01,REFCAP,KBD,18201.0,OilX,2025-02-19
China,2023-11-01,REFCAP,KBD,18197.0,OilX,2025-02-19
China,2023-12-01,REFCAP,KBD,18197.0,OilX,2025-02-19
China,2024-01-01,REFCAP,KBD,18182.0,OilX,2025-02-19
China,2024-02-01,REFCAP,KBD,18162.0,OilX,2025-02-19
China,2024-03-01,REFCAP,KBD,18122.0,OilX,2025-02-19
China,2024-04-01,REFCAP,KBD,18109.0,OilX,2025-02-19
